题名,题名说明,分类,主要责任者,责任者说明,古籍版本,"版本类型
稿本、写本、抄本、影抄本、刻本、活字本、套印本、石印本、彩绘本",刊刻时间,刊刻地址,馆藏,馆藏地点（省级单位）,四部分类,子目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,明万历十九至二十一年南京国子监刻清顺治重修本,修本,清,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,明初刻本,刻本,明,,国家图书馆　上海图书馆　浙江图书馆,北京 上海 浙江,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,元大德间信州路儒学刻明嘉靖间递修本,修本,明,,国家图书馆　南京图书馆　浙江图书馆,北京 江苏 浙江,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,元大德间信州路儒学刻明嘉靖元年修本,修本,明,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,元大德间信州路儒学刻本,刻本,元,江苏 浙江,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北史一百卷,史10200130,史,唐李延寿撰,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷附考证,史10200151,史,宋欧阳修撰　宋徐无党注,,四部备要本,印本,民国,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷附考证,史10200151,史,宋欧阳修撰　宋徐无党注,,二十五史本,,,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷附考证,史10200151,史,宋欧阳修撰　宋徐无党注,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷附考证,史10200151,史,宋欧阳修撰　宋徐无党注,,四库全书本（五代史）,,清,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷附考证,史10200151,史,宋欧阳修撰　宋徐无党注,,摛藻堂四库全书荟要本（五代史）,印本,现代,台湾,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,百衲本二十四史本,印本,民国,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,清宣统三年刘氏玉海堂影宋刻本,刻本,清,,国家图书馆　北京大学图书馆　南京图书馆,北京 江苏,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,重刊二十四史本, , ,,,,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,二十四史本（五省官书局本，五代史）,刻本,清,江苏,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,二十四史本（成都书局本，五代史）,刻本,清,四川,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,清道光间刻本,刻本,清,,南京图书馆,江苏,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,清乾隆十一年刻本,刻本,清,,南京图书馆,江苏,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,十七史本（五代史）,,清,,国家图书馆　中共中央党校图书馆　故宫博物院图书馆　上海图书馆　浙江图书馆　中山大学图书馆,北京 上海 浙江 广东,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,二十一史本（北监本）,,清,北京,山西省文物局,山西,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,明抄本,抄本,明,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,明欧阳徽柔刻本,刻本,明,,北京师范大学图书馆　湖北省图书馆,北京 湖北,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,明万历四年南京国子监刻本,刻本,明,江苏,国家图书馆　上海图书馆　天津图书馆,北京 上海 天津,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,明嘉靖间汪文盛等刻本,刻本,明,,国家图书馆　上海图书馆　天津图书馆　山东省图书馆　南京图书馆,北京 上海 天津 山东 江苏,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,元刻明嘉靖间修本,修本,明,,北京大学图书馆　上海图书馆　天津图书馆　辽宁省图书馆　南京图书馆,北京 上海 天津 辽宁 江苏,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,元宗文书院刻明修本,修本,明,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,元宗文书院刻本,刻本,元,浙江,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,宋刻元明递修本,修本,明,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,宋刻元修本,修本,元,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五代史记七十四卷,史10200150,史,宋欧阳修撰　宋徐无党注,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/通代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书艺文志四卷,史10200666,史,宋欧阳修、宋祁等撰,,丛书集成初编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书艺文志四卷,史10200666,史,宋欧阳修、宋祁等撰,,择是居丛书初集本,刻本,清,浙江,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书艺文志四卷,史10200666,史,宋欧阳修、宋祁等撰,,八史经籍志本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书地理志七卷附考证,史10200662,史,宋欧阳修、宋祁等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷附考证,史10200661,史,宋欧阳修、宋祁等撰　宋董冲释音,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷附考证,史10200661,史,宋欧阳修、宋祁等撰　宋董冲释音,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷附考证,史10200661,史,宋欧阳修、宋祁等撰　宋董冲释音,,四库全书本（新唐书）,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷附考证,史10200661,史,宋欧阳修、宋祁等撰　宋董冲释音,,摛藻堂四库全书荟要本（新唐书）,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,二十一史本（北监本）,,清,北京,山西省文物局,山西,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,元大德九年建康路儒学刻明清递修本,修本,清,,天津图书馆,天津,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,元大德九年建康路儒学刻明成化弘治嘉靖万历间南京国子监递修本,修本,明,江苏,上海图书馆,上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,元大德九年建康路儒学刻明成化弘治嘉靖间南京国子监递修本,修本,明,江苏,上海图书馆,上海 ,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,元大德九年建康路儒学刻明成化弘治间南京国子监递修本,修本,明,江苏,南京图书馆,江苏,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷释音二十五卷,史10200660,史,宋欧阳修、宋祁等撰　宋董冲释音,,元大德九年建康路儒学刻本,刻本,元,江苏,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷,史10200659,史,宋欧阳修、宋祁等撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷,史10200659,史,宋欧阳修、宋祁等撰,,二十四史本（五省官书局本）,刻本,清,江苏,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷,史10200659,史,宋欧阳修、宋祁等撰,,十七史本,,清,,国家图书馆 南京图书馆　湖南省图书馆 湖南省图书馆师大,北京 江苏 湖南,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷,史10200659,史,宋欧阳修、宋祁等撰,,明欧阳徽柔刻本,刻本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷,史10200659,史,宋欧阳修、宋祁等撰,,元大德九年建康路儒学刻明成化弘治嘉靖万历崇祯间南京国子监递修本,修本,明,江苏,上海图书馆,上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,元刻明递修本,修本,明,,国家图书馆　上海图书馆,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,元刻明修本,修本,明,,上海图书馆,上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,元刻本,刻本,元,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,宋刻本,刻本,宋,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
唐书二百二十五卷目录二卷,史10200658,史,宋欧阳修、宋祁等撰,,宋绍兴间刻宋元递修公文纸印本,印本,元,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史地理志五卷,史10200730,史,元脱脱等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十五卷,史10200722,史,元托克托（脱脱）等撰,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十五卷,史10200722,史,元托克托（脱脱）等撰,,清内府抄本,抄本,清,北京,故宫博物院图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷附考证,史10200721,史,元脱脱等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷附考证,史10200721,史,元脱脱等撰,,二十五史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷附考证,史10200721,史,元脱脱等撰,,二十四史本（武英殿本、景印武英殿本、五省官书局本）,刻本,清,北京 江苏,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷附考证,史10200721,史,元脱脱等撰,,四库全书本,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷附考证,史10200721,史,元脱脱等撰,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,二十一史本（北监本）,,清,北京,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,明嘉靖八年南京国子监刻明清递修本,修本,清,,中山大学图书馆,广东,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,明嘉靖八年南京国子监刻万历四年重修本,修本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,明嘉靖八年南京国子监刻本,刻本,明,江苏,复旦大学图书馆,上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,明初刻递修本,修本,明,,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽史一百十六卷,史10200720,史,元脱脱等撰,,明初刻本,刻本,明,,国家图书馆　上海图书馆,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史道学传四卷,史10200707,史,元脱脱等撰,,明刻本,刻本,明,,国家图书馆　上海图书馆,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史道学传四卷,史10200707,史,元脱脱等撰,,明成化二十年天台陈氏广东刻本,刻本,明,广东,台湾图书馆,台湾,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史艺文志八卷,史10200702,史,元脱脱等撰,,丛书集成初编本, ,   ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史艺文志八卷,史10200702,史,元脱脱等撰,,八史经籍志本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史地理志六卷附考证,史10200698,史,元脱脱等撰,,历代地理志汇编本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷附考证,史10200695,史,元脱脱等撰,,四部备要本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷附考证,史10200695,史,元脱脱等撰,,二十五史本,,,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷附考证,史10200695,史,元脱脱等撰,,二十四史本（武英殿本、景印武英殿本）,刻本,清,北京,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷附考证,史10200695,史,元脱脱等撰,,四库全书本,,清,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷附考证,史10200695,史,元脱脱等撰,,摛藻堂四库全书荟要本,印本,现代,台湾,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,百衲本二十四史本,印本,民国,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,重刊二十四史本, , ,,,,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,二十四史本（五省官书局本）,刻本,清,江苏,国家图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,明刻本,刻本,明,,北京大学图书馆,北京,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,二十一史本（北监本）,,清,北京,山西省文物局,山西,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,明成化七至十六年朱英刻明清南京国子监递修本,修本,明,江苏,天津图书馆　山东省博物馆,天津 山东,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,明成化七至十六年朱英刻嘉靖万历间南京国子监递修本,修本,明,江苏,国家图书馆 上海,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宋史四百九十六卷目录三卷,史10200694,史,元脱脱等撰,,明成化七至十六年朱英刻嘉靖间南京国子监重修本,修本,明,江苏,北京大学图书馆　上海图书馆,北京 上海,史部/纪传类/断代之属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
